id,cow_id,collar_id,total_eating,total_rumination,total_other,observation_time,server_time,hour_complete,alert_processed,local_id
161427,200,268,4,13,24,2018-07-02 03:59:59+01,2018-07-02 03:55:10.968901+01,t,t,86
161661,200,268,24,1,15,2018-07-02 04:59:59+01,2018-07-02 04:55:13.262901+01,t,t,86
161891,200,268,33,5,3,2018-07-02 05:59:59+01,2018-07-02 05:55:13.292901+01,t,t,86
162108,200,268,28,0,13,2018-07-02 06:59:59+01,2018-07-02 06:55:10.954901+01,t,t,86
162325,200,268,14,8,18,2018-07-02 07:59:59+01,2018-07-02 07:55:11.472802+01,t,t,86
162630,200,268,17,0,24,2018-07-02 08:59:59+01,2018-07-02 09:05:10.062702+01,t,t,86
162856,200,268,2,4,35,2018-07-02 09:59:59+01,2018-07-02 10:05:09.425602+01,t,t,86
163085,200,268,16,24,0,2018-07-02 10:59:59+01,2018-07-02 11:05:11.526602+01,t,t,86
163304,200,268,22,0,19,2018-07-02 11:59:59+01,2018-07-02 12:05:09.792602+01,t,t,86
163534,200,268,27,5,9,2018-07-02 12:59:59+01,2018-07-02 13:05:09.782602+01,t,t,86
163748,200,268,11,0,29,2018-07-02 13:59:59+01,2018-07-02 14:05:10.389602+01,t,t,86
163954,200,268,39,0,2,2018-07-02 14:59:59+01,2018-07-02 15:05:10.394602+01,t,t,86
164096,200,268,21,0,20,2018-07-02 15:59:59+01,2018-07-02 15:55:10.8748+01,t,t,86
164305,200,268,24,0,16,2018-07-02 16:59:59+01,2018-07-02 16:55:11.617202+01,t,t,86
164515,200,268,14,0,27,2018-07-02 17:59:59+01,2018-07-02 17:55:11.072104+01,t,t,86
164725,200,268,8,0,33,2018-07-02 18:59:59+01,2018-07-02 18:55:10.177905+01,t,t,86
164951,200,268,33,0,7,2018-07-02 19:59:59+01,2018-07-02 19:55:11.803607+01,t,t,86
165151,200,268,21,0,20,2018-07-02 20:59:59+01,2018-07-02 20:55:11.366408+01,t,t,86
165375,200,268,0,1,40,2018-07-02 21:59:59+01,2018-07-02 21:55:12.205209+01,t,t,86
165592,200,268,31,0,9,2018-07-02 22:59:59+01,2018-07-02 22:55:12.66891+01,t,t,86
166152,200,268,21,9,11,2018-07-02 23:59:59+01,2018-07-03 15:00:25.834007+01,t,t,86
166425,200,268,34,0,7,2018-07-03 00:59:59+01,2018-07-03 15:10:16.166708+01,t,t,86
166426,200,268,20,0,21,2018-07-03 01:59:59+01,2018-07-03 15:10:16.172708+01,t,t,86
166427,200,268,2,1,37,2018-07-03 02:59:59+01,2018-07-03 15:10:16.178708+01,t,t,86
166428,200,268,15,0,26,2018-07-03 03:59:59+01,2018-07-03 15:10:16.183708+01,t,t,86
166429,200,268,14,0,27,2018-07-03 04:59:59+01,2018-07-03 15:10:16.189708+01,t,t,86
166430,200,268,0,0,40,2018-07-03 05:59:59+01,2018-07-03 15:10:16.195708+01,t,t,86
166431,200,268,34,0,7,2018-07-03 06:59:59+01,2018-07-03 15:10:16.201708+01,t,t,86
166432,200,268,15,7,19,2018-07-03 07:59:59+01,2018-07-03 15:10:16.207708+01,t,t,86
166433,200,268,15,0,25,2018-07-03 08:59:59+01,2018-07-03 15:10:16.213708+01,t,t,86
167092,200,268,0,2,39,2018-07-03 09:59:59+01,2018-07-03 15:20:18.289708+01,t,t,86
167093,200,268,13,0,28,2018-07-03 10:59:59+01,2018-07-03 15:20:18.296708+01,t,t,86
167094,200,268,9,1,30,2018-07-03 11:59:59+01,2018-07-03 15:20:18.303708+01,t,t,86
167095,200,268,17,0,24,2018-07-03 12:59:59+01,2018-07-03 15:20:18.311708+01,t,t,86
167689,200,268,24,0,17,2018-07-03 13:59:59+01,2018-07-03 15:30:19.902708+01,t,t,86
168842,200,268,29,1,10,2018-07-03 14:59:59+01,2018-07-03 16:10:14.939708+01,t,t,86
169071,200,268,18,0,23,2018-07-03 15:59:59+01,2018-07-03 16:20:14.305708+01,t,t,86
169413,200,268,16,3,22,2018-07-03 16:59:59+01,2018-07-03 17:00:12.528508+01,t,t,86
169677,200,268,30,0,10,2018-07-03 17:59:59+01,2018-07-03 18:00:12.222609+01,t,t,86
169861,200,268,26,0,15,2018-07-03 18:59:59+01,2018-07-03 19:00:09.23271+01,t,t,86
170069,200,268,26,0,15,2018-07-03 19:59:59+01,2018-07-03 20:00:09.196611+01,t,t,86
170294,200,268,12,0,28,2018-07-03 20:59:59+01,2018-07-03 21:00:11.771911+01,t,t,86
170525,200,268,23,0,18,2018-07-03 21:59:59+01,2018-07-03 22:00:10.321112+01,t,t,86
170720,200,268,13,0,28,2018-07-03 22:59:59+01,2018-07-03 23:00:10.110614+01,t,t,86
170930,200,268,24,0,17,2018-07-03 23:59:59+01,2018-07-04 00:00:11.190714+01,t,t,86
171144,200,268,0,2,38,2018-07-04 00:59:59+01,2018-07-04 01:00:10.408915+01,t,t,86
171352,200,268,9,1,31,2018-07-04 01:59:59+01,2018-07-04 02:00:10.313415+01,t,t,86
171498,200,268,21,0,20,2018-07-04 02:59:59+01,2018-07-04 02:50:10.188716+01,t,t,86
171703,200,268,20,0,20,2018-07-04 03:59:59+01,2018-07-04 03:50:07.852517+01,t,t,86
172051,200,268,21,0,20,2018-07-04 04:59:59+01,2018-07-04 05:10:10.778318+01,t,t,86
172312,200,268,0,0,41,2018-07-04 05:59:59+01,2018-07-04 06:10:06.82522+01,t,t,86
172407,200,268,0,10,30,2018-07-04 06:59:59+01,2018-07-04 07:00:08.73022+01,t,t,86
172616,200,268,2,12,27,2018-07-04 07:59:59+01,2018-07-04 08:00:09.085921+01,t,t,86
172826,200,268,17,9,15,2018-07-04 08:59:59+01,2018-07-04 09:00:09.844222+01,t,t,86
173068,200,268,23,0,17,2018-07-04 09:59:59+01,2018-07-04 10:00:11.764622+01,t,t,86
173232,200,268,6,9,26,2018-07-04 10:59:59+01,2018-07-04 11:00:08.821324+01,t,t,86
173462,200,268,28,2,11,2018-07-04 11:59:59+01,2018-07-04 12:00:10.177824+01,t,t,86
173723,200,268,16,0,24,2018-07-04 12:59:59+01,2018-07-04 13:00:12.077025+01,t,t,86
173932,200,268,20,0,21,2018-07-04 13:59:59+01,2018-07-04 14:00:10.863526+01,t,t,86
174139,200,268,0,1,40,2018-07-04 14:59:59+01,2018-07-04 15:00:11.560226+01,t,t,86
174364,200,268,11,0,29,2018-07-04 15:59:59+01,2018-07-04 16:00:12.562926+01,t,t,86
174466,200,268,17,0,24,2018-07-04 16:59:59+01,2018-07-04 16:50:09.280327+01,t,t,86
174680,200,268,3,7,31,2018-07-04 17:59:59+01,2018-07-04 17:50:09.620128+01,t,t,86
174882,200,268,11,2,27,2018-07-04 18:59:59+01,2018-07-04 18:50:08.418228+01,t,t,86
175280,200,268,19,0,22,2018-07-04 19:59:59+01,2018-07-04 20:10:08.986132+01,t,t,86
175500,200,268,20,8,13,2018-07-04 20:59:59+01,2018-07-04 21:10:09.642632+01,t,t,86
175672,200,268,0,6,35,2018-07-04 21:59:59+01,2018-07-04 22:00:11.470933+01,t,t,86
175940,200,268,15,0,25,2018-07-04 22:59:59+01,2018-07-04 23:00:11.224534+01,t,t,86
176236,200,268,2,5,34,2018-07-04 23:59:59+01,2018-07-05 00:00:11.602334+01,t,t,86
176524,200,268,0,0,41,2018-07-05 00:59:59+01,2018-07-05 01:00:08.689335+01,t,t,86
176844,200,268,23,0,17,2018-07-05 01:59:59+01,2018-07-05 02:00:11.679036+01,t,t,86
177097,200,268,18,0,23,2018-07-05 02:59:59+01,2018-07-05 03:00:09.734337+01,t,t,86
177409,200,268,13,0,28,2018-07-05 03:59:59+01,2018-07-05 04:00:10.503038+01,t,t,86
177692,200,268,0,2,38,2018-07-05 04:59:59+01,2018-07-05 05:00:10.056139+01,t,t,86
177996,200,268,0,5,36,2018-07-05 05:59:59+01,2018-07-05 06:00:10.89654+01,t,t,86
178239,200,268,13,6,22,2018-07-05 06:59:59+01,2018-07-05 06:50:08.55294+01,t,t,86
178572,200,268,0,0,40,2018-07-05 07:59:59+01,2018-07-05 07:50:10.516542+01,t,t,86
178849,200,268,0,1,40,2018-07-05 08:59:59+01,2018-07-05 08:50:09.624442+01,t,t,86
179332,200,268,18,4,19,2018-07-05 09:59:59+01,2018-07-05 10:10:09.412443+01,t,t,86
179585,200,268,29,0,11,2018-07-05 10:59:59+01,2018-07-05 11:10:09.062743+01,t,t,86
179750,200,268,10,1,30,2018-07-05 11:59:59+01,2018-07-05 12:00:09.887744+01,t,t,86
180067,200,268,35,0,6,2018-07-05 12:59:59+01,2018-07-05 13:00:10.766645+01,t,t,86
180398,200,268,0,0,40,2018-07-05 13:59:59+01,2018-07-05 14:00:10.743146+01,t,t,86
180752,200,268,18,0,23,2018-07-05 14:59:59+01,2018-07-05 15:00:13.603747+01,t,t,86
181029,200,268,0,0,41,2018-07-05 15:59:59+01,2018-07-05 16:00:11.790448+01,t,t,86
181328,200,268,20,0,20,2018-07-05 16:59:59+01,2018-07-05 17:00:13.455749+01,t,t,86
181621,200,268,6,8,27,2018-07-05 17:59:59+01,2018-07-05 18:00:12.78475+01,t,t,86
181998,200,268,3,8,30,2018-07-05 18:59:59+01,2018-07-05 19:10:10.424151+01,t,t,86
182190,200,268,20,0,21,2018-07-05 19:59:59+01,2018-07-05 20:00:13.145151+01,t,t,86
182383,200,268,33,0,7,2018-07-05 20:59:59+01,2018-07-05 20:55:12.500752+01,t,t,86
182712,200,268,37,0,4,2018-07-05 21:59:59+01,2018-07-05 21:55:11.378954+01,t,t,86
182983,200,268,7,0,34,2018-07-05 22:59:59+01,2018-07-05 22:55:10.792055+01,t,t,86
183301,200,268,24,0,16,2018-07-05 23:59:59+01,2018-07-05 23:55:12.525425+01,t,t,86
183769,200,268,0,2,39,2018-07-06 00:59:59+01,2018-07-06 01:15:09.221957+01,t,t,86
183961,200,268,22,0,19,2018-07-06 01:59:59+01,2018-07-06 02:05:09.339758+01,t,t,86
184280,200,268,37,0,3,2018-07-06 02:59:59+01,2018-07-06 03:25:09.495258+01,t,t,86
184564,200,268,25,0,16,2018-07-06 03:59:59+01,2018-07-06 04:15:09.94856+01,t,t,86
184807,200,268,1,0,40,2018-07-06 04:59:59+01,2018-07-06 05:10:14.782561+01,t,t,86
185012,200,268,0,11,29,2018-07-06 05:59:59+01,2018-07-06 06:05:12.288964+01,t,t,86
185241,200,268,19,0,22,2018-07-06 06:59:59+01,2018-07-06 07:05:11.418464+01,t,t,86
185489,200,268,23,1,17,2018-07-06 07:59:59+01,2018-07-06 08:05:12.145265+01,t,t,86
185684,200,268,18,0,22,2018-07-06 08:59:59+01,2018-07-06 09:05:10.313152+01,t,t,86
185919,200,268,0,0,41,2018-07-06 09:59:59+01,2018-07-06 10:05:08.726867+01,t,t,86
186042,200,268,3,19,19,2018-07-06 10:59:59+01,2018-07-06 10:55:11.335968+01,t,t,86
186266,200,268,29,6,5,2018-07-06 11:59:59+01,2018-07-06 11:55:10.191468+01,t,t,86
186508,200,268,19,0,22,2018-07-06 12:59:59+01,2018-07-06 12:55:10.198669+01,t,t,86
186752,200,268,9,6,26,2018-07-06 13:59:59+01,2018-07-06 13:55:10.624169+01,t,t,86
186987,200,268,8,0,32,2018-07-06 14:59:59+01,2018-07-06 14:55:10.42697+01,t,t,86
187315,200,268,0,0,41,2018-07-06 15:59:59+01,2018-07-06 16:05:09.158972+01,t,t,86
187554,200,268,30,0,11,2018-07-06 16:59:59+01,2018-07-06 17:05:08.075806+01,t,t,86
187823,200,268,15,0,26,2018-07-06 17:59:59+01,2018-07-06 18:05:10.666473+01,t,t,86
188079,200,268,13,0,27,2018-07-06 18:59:59+01,2018-07-06 19:05:12.864574+01,t,t,86
188272,200,268,16,5,20,2018-07-06 19:59:59+01,2018-07-06 20:05:09.107575+01,t,t,86
188511,200,268,28,0,13,2018-07-06 20:59:59+01,2018-07-06 21:05:09.612277+01,t,t,86
188746,200,268,34,0,6,2018-07-06 21:59:59+01,2018-07-06 22:05:08.924177+01,t,t,86
189027,200,268,9,0,32,2018-07-06 22:59:59+01,2018-07-06 23:05:12.092677+01,t,t,86
189221,200,268,30,0,11,2018-07-06 23:59:59+01,2018-07-07 00:05:09.997778+01,t,t,86
189363,200,268,14,0,26,2018-07-07 00:59:59+01,2018-07-07 00:55:10.567678+01,t,t,86
189571,200,268,0,0,41,2018-07-07 01:59:59+01,2018-07-07 01:55:09.902879+01,t,t,86
189811,200,268,5,0,36,2018-07-07 02:59:59+01,2018-07-07 02:55:10.41108+01,t,t,86
190054,200,268,29,5,6,2018-07-07 03:59:59+01,2018-07-07 03:55:11.162282+01,t,t,86
190311,200,268,24,7,10,2018-07-07 04:59:59+01,2018-07-07 04:55:12.690983+01,t,t,86
190633,200,268,0,11,30,2018-07-07 05:59:59+01,2018-07-07 06:05:09.229983+01,t,t,86
190877,200,268,0,0,41,2018-07-07 06:59:59+01,2018-07-07 07:05:09.489484+01,t,t,86
191165,200,268,11,0,29,2018-07-07 07:59:59+01,2018-07-07 08:05:11.373784+01,t,t,86
191363,200,268,29,0,12,2018-07-07 08:59:59+01,2018-07-07 09:05:10.448486+01,t,t,86
191598,200,268,0,1,40,2018-07-07 09:59:59+01,2018-07-07 10:05:09.943387+01,t,t,86
191817,200,268,7,6,27,2018-07-07 10:59:59+01,2018-07-07 11:05:11.636388+01,t,t,86
192079,200,268,21,0,20,2018-07-07 11:59:59+01,2018-07-07 12:05:11.494488+01,t,t,86
192297,200,268,10,27,4,2018-07-07 12:59:59+01,2018-07-07 13:05:09.67209+01,t,t,86
192526,200,268,0,40,0,2018-07-07 13:59:59+01,2018-07-07 14:05:09.040592+01,t,t,86
192798,200,268,0,3,38,2018-07-07 14:59:59+01,2018-07-07 15:05:11.788092+01,t,t,86
192884,200,268,15,1,25,2018-07-07 15:59:59+01,2018-07-07 15:55:10.304093+01,t,t,86
193138,200,268,30,4,6,2018-07-07 16:59:59+01,2018-07-07 16:55:12.408994+01,t,t,86
193374,200,268,9,0,32,2018-07-07 17:59:59+01,2018-07-07 17:55:12.359095+01,t,t,86
193590,200,268,3,22,16,2018-07-07 18:59:59+01,2018-07-07 18:55:09.965995+01,t,t,86
193840,200,268,27,3,10,2018-07-07 19:59:59+01,2018-07-07 19:55:13.295497+01,t,t,86
194167,200,268,33,0,8,2018-07-07 20:59:59+01,2018-07-07 21:05:09.393898+01,t,t,86
194393,200,268,8,12,21,2018-07-07 21:59:59+01,2018-07-07 22:05:08.252098+01,t,t,86
194672,200,268,1,6,34,2018-07-07 22:59:59+01,2018-07-07 23:05:11.486899+01,t,t,86
194908,200,268,0,1,39,2018-07-07 23:59:59+01,2018-07-08 00:05:11.816099+01,t,t,86
195147,200,268,22,0,19,2018-07-08 00:59:59+01,2018-07-08 01:05:10.914+01,t,t,86
195392,200,268,12,20,9,2018-07-08 01:59:59+01,2018-07-08 02:05:12.428601+01,t,t,86
195614,200,268,2,8,30,2018-07-08 02:59:59+01,2018-07-08 03:05:12.682726+01,t,t,86
195865,200,268,22,3,16,2018-07-08 03:59:59+01,2018-07-08 04:05:12.756103+01,t,t,86
195977,200,268,26,0,15,2018-07-08 04:59:59+01,2018-07-08 04:55:13.138704+01,t,t,86
196192,200,268,0,5,35,2018-07-08 05:59:59+01,2018-07-08 05:55:12.932704+01,t,t,86
196443,200,268,4,13,24,2018-07-08 06:59:59+01,2018-07-08 06:55:11.460705+01,t,t,86
196672,200,268,3,0,38,2018-07-08 07:59:59+01,2018-07-08 07:55:11.757006+01,t,t,86
196920,200,268,0,10,30,2018-07-08 08:59:59+01,2018-07-08 08:55:12.818407+01,t,t,86
197155,200,268,0,24,17,2018-07-08 09:59:59+01,2018-07-08 09:55:11.681807+01,t,t,86
197560,200,268,15,0,26,2018-07-08 10:59:59+01,2018-07-08 11:25:06.480609+01,t,t,86
197722,200,268,30,6,4,2018-07-08 11:59:59+01,2018-07-08 12:05:09.376309+01,t,t,86
197947,200,268,33,0,8,2018-07-08 12:59:59+01,2018-07-08 13:05:09.03421+01,t,t,86
198207,200,268,9,0,32,2018-07-08 13:59:59+01,2018-07-08 14:05:10.896411+01,t,t,86
198439,200,268,0,31,9,2018-07-08 14:59:59+01,2018-07-08 15:05:10.854912+01,t,t,86
198671,200,268,21,0,20,2018-07-08 15:59:59+01,2018-07-08 16:05:09.963613+01,t,t,86
198928,200,268,11,12,18,2018-07-08 16:59:59+01,2018-07-08 17:05:11.039613+01,t,t,86
199146,200,268,24,13,3,2018-07-08 17:59:59+01,2018-07-08 18:05:12.000814+01,t,t,86
199232,200,268,17,0,24,2018-07-08 18:59:59+01,2018-07-08 18:55:08.755715+01,t,t,86
199494,200,268,31,0,10,2018-07-08 19:59:59+01,2018-07-08 19:55:12.643816+01,t,t,86
199736,200,268,19,0,21,2018-07-08 20:59:59+01,2018-07-08 20:55:11.990317+01,t,t,86
199962,200,268,9,22,10,2018-07-08 21:59:59+01,2018-07-08 21:55:11.433818+01,t,t,86
200207,200,268,0,0,41,2018-07-08 22:59:59+01,2018-07-08 22:55:13.253718+01,t,t,86
200434,200,268,1,11,28,2018-07-08 23:59:59+01,2018-07-08 23:55:13.163319+01,t,t,86
200664,200,268,15,19,7,2018-07-09 00:59:59+01,2018-07-09 00:55:11.04082+01,t,t,86
200998,200,268,6,0,35,2018-07-09 01:59:59+01,2018-07-09 02:05:09.701022+01,t,t,86
201188,200,268,3,0,38,2018-07-09 02:59:59+01,2018-07-09 03:05:10.290322+01,t,t,86
201468,200,268,24,9,7,2018-07-09 03:59:59+01,2018-07-09 04:05:10.282023+01,t,t,86
201789,200,268,3,17,21,2018-07-09 04:59:59+01,2018-07-09 05:10:16.215119+01,t,t,86
201942,200,268,0,1,40,2018-07-09 05:59:59+01,2018-07-09 06:05:09.911324+01,t,t,86
202180,200,268,0,12,28,2018-07-09 06:59:59+01,2018-07-09 07:05:08.985025+01,t,t,86
202421,200,268,0,19,22,2018-07-09 07:59:59+01,2018-07-09 08:05:09.994426+01,t,t,86
202564,200,268,14,7,20,2018-07-09 08:59:59+01,2018-07-09 08:55:11.974028+01,t,t,86
202794,200,268,9,31,0,2018-07-09 09:59:59+01,2018-07-09 09:55:10.788828+01,t,t,86
202998,200,268,0,26,15,2018-07-09 10:59:59+01,2018-07-09 10:55:10.627229+01,t,t,86
203263,200,268,30,0,11,2018-07-09 11:59:59+01,2018-07-09 11:55:12.35963+01,t,t,86
203492,200,268,19,13,8,2018-07-09 12:59:59+01,2018-07-09 12:55:11.176431+01,t,t,86
203729,200,268,34,0,7,2018-07-09 13:59:59+01,2018-07-09 13:55:11.929731+01,t,t,86
203963,200,268,10,18,13,2018-07-09 14:59:59+01,2018-07-09 14:55:11.266832+01,t,t,86
204185,200,268,1,0,39,2018-07-09 15:59:59+01,2018-07-09 15:55:10.576033+01,t,t,86
204502,200,268,0,2,39,2018-07-09 16:59:59+01,2018-07-09 17:05:08.411434+01,t,t,86
204740,200,268,20,3,18,2018-07-09 17:59:59+01,2018-07-09 18:05:09.212634+01,t,t,86
205047,200,268,1,37,3,2018-07-09 18:59:59+01,2018-07-09 19:15:08.757835+01,t,t,86
205231,200,268,33,1,6,2018-07-09 19:59:59+01,2018-07-09 20:05:09.381336+01,t,t,86
205514,200,268,5,0,36,2018-07-09 20:59:59+01,2018-07-09 21:05:12.950537+01,t,t,86
205745,200,268,12,1,28,2018-07-09 21:59:59+01,2018-07-09 22:05:11.608438+01,t,t,86
205850,200,268,26,5,9,2018-07-09 22:59:59+01,2018-07-09 22:55:12.510638+01,t,t,86
206084,200,268,5,15,21,2018-07-09 23:59:59+01,2018-07-09 23:55:12.136439+01,t,t,86
206311,200,268,21,0,20,2018-07-10 00:59:59+01,2018-07-10 00:55:11.39114+01,t,t,86
206552,200,268,15,7,18,2018-07-10 01:59:59+01,2018-07-10 01:55:13.400941+01,t,t,86
206931,200,268,5,28,8,2018-07-10 02:59:59+01,2018-07-10 03:15:09.694042+01,t,t,86
207021,200,268,29,0,12,2018-07-10 03:59:59+01,2018-07-10 03:55:11.757443+01,t,t,86
207254,200,268,17,1,22,2018-07-10 04:59:59+01,2018-07-10 04:55:13.378044+01,t,t,86
207476,200,268,0,0,41,2018-07-10 05:59:59+01,2018-07-10 05:55:11.705846+01,t,t,86
207788,200,268,0,1,40,2018-07-10 06:59:59+01,2018-07-10 07:05:08.728847+01,t,t,86
208035,200,268,17,3,21,2018-07-10 07:59:59+01,2018-07-10 08:05:09.514247+01,t,t,86
208308,200,268,0,13,27,2018-07-10 08:59:59+01,2018-07-10 09:05:12.623749+01,t,t,86
208544,200,268,0,24,17,2018-07-10 09:59:59+01,2018-07-10 10:05:12.152149+01,t,t,86
208811,200,268,18,11,12,2018-07-10 10:59:59+01,2018-07-10 11:10:10.68705+01,t,t,86
209066,200,268,21,3,16,2018-07-10 11:59:59+01,2018-07-10 12:10:10.697752+01,t,t,86
209149,200,268,10,16,15,2018-07-10 12:59:59+01,2018-07-10 13:00:09.535453+01,t,t,86
209399,200,268,5,10,26,2018-07-10 13:59:59+01,2018-07-10 14:00:11.264253+01,t,t,86
209629,200,268,0,20,20,2018-07-10 14:59:59+01,2018-07-10 15:00:11.639554+01,t,t,86
209867,200,268,35,0,6,2018-07-10 15:59:59+01,2018-07-10 16:00:10.467754+01,t,t,86
210103,200,268,17,19,5,2018-07-10 16:59:59+01,2018-07-10 17:00:11.442656+01,t,t,86
210340,200,268,2,22,16,2018-07-10 17:59:59+01,2018-07-10 18:00:12.527656+01,t,t,86
210580,200,268,1,2,38,2018-07-10 18:59:59+01,2018-07-10 19:00:11.797257+01,t,t,86
210783,200,268,19,7,15,2018-07-10 19:59:59+01,2018-07-10 20:00:09.965558+01,t,t,86
211030,200,268,22,8,10,2018-07-10 20:59:59+01,2018-07-10 21:00:11.612259+01,t,t,86
211390,200,268,18,11,12,2018-07-10 21:59:59+01,2018-07-10 22:10:08.328361+01,t,t,86
211624,200,268,16,1,24,2018-07-10 22:59:59+01,2018-07-10 23:10:08.940362+01,t,t,86
211871,200,268,0,3,37,2018-07-10 23:59:59+01,2018-07-11 00:10:09.399863+01,t,t,86
212117,200,268,23,13,5,2018-07-11 00:59:59+01,2018-07-11 01:10:10.958165+01,t,t,86
212353,200,268,7,15,19,2018-07-11 01:59:59+01,2018-07-11 02:10:10.534165+01,t,t,86
212411,200,268,33,0,7,2018-07-11 02:59:59+01,2018-07-11 03:00:10.243966+01,t,t,86
212705,200,268,24,7,10,2018-07-11 03:59:59+01,2018-07-11 04:00:12.920966+01,t,t,86
212907,200,268,8,19,14,2018-07-11 04:59:59+01,2018-07-11 05:00:11.033966+01,t,t,86
213192,200,268,8,23,9,2018-07-11 05:59:59+01,2018-07-11 06:00:14.522867+01,t,t,86
213368,200,268,2,24,15,2018-07-11 06:59:59+01,2018-07-11 07:00:09.014568+01,t,t,86
213609,200,268,1,14,26,2018-07-11 07:59:59+01,2018-07-11 08:00:09.836269+01,t,t,86
214584,200,268,1,16,23,2018-07-11 08:59:59+01,2018-07-12 18:56:14.467829+01,t,t,86
214585,200,268,3,35,3,2018-07-11 09:59:59+01,2018-07-12 18:56:14.485829+01,t,t,86
214586,200,268,1,26,14,2018-07-11 10:59:59+01,2018-07-12 18:56:14.499829+01,t,t,86
214587,200,268,30,6,4,2018-07-11 11:59:59+01,2018-07-12 18:56:14.512829+01,t,t,86
214588,200,268,18,14,9,2018-07-11 12:59:59+01,2018-07-12 18:56:14.526829+01,t,t,86
214589,200,268,3,17,21,2018-07-11 13:59:59+01,2018-07-12 18:56:14.539829+01,t,t,86
214590,200,268,32,9,0,2018-07-11 14:59:59+01,2018-07-12 18:56:14.550829+01,t,t,86
214591,200,268,6,21,13,2018-07-11 15:59:59+01,2018-07-12 18:56:14.565829+01,t,t,86
214592,200,268,13,6,22,2018-07-11 16:59:59+01,2018-07-12 18:56:14.578829+01,t,t,86
214593,200,268,1,33,7,2018-07-11 17:59:59+01,2018-07-12 18:56:14.592829+01,t,t,86
214594,200,268,25,0,15,2018-07-11 18:59:59+01,2018-07-12 18:56:14.604829+01,t,t,86
214595,200,268,35,0,6,2018-07-11 19:59:59+01,2018-07-12 18:56:14.620829+01,t,t,86
214596,200,268,16,17,8,2018-07-11 20:59:59+01,2018-07-12 18:56:14.639829+01,t,t,86
214597,200,268,13,17,10,2018-07-11 21:59:59+01,2018-07-12 18:56:14.656829+01,t,t,86
214598,200,268,0,8,33,2018-07-11 22:59:59+01,2018-07-12 18:56:14.672829+01,t,t,86
214599,200,268,11,25,5,2018-07-11 23:59:59+01,2018-07-12 18:56:14.687829+01,t,t,86
214600,200,268,34,0,6,2018-07-12 00:59:59+01,2018-07-12 18:56:14.703829+01,t,t,86
214601,200,268,2,0,39,2018-07-12 01:59:59+01,2018-07-12 18:56:14.721829+01,t,t,86
214602,200,268,10,11,20,2018-07-12 02:59:59+01,2018-07-12 18:56:14.738829+01,t,t,86
214603,200,268,32,4,5,2018-07-12 03:59:59+01,2018-07-12 18:56:14.756829+01,t,t,86
214604,200,268,17,6,17,2018-07-12 04:59:59+01,2018-07-12 18:56:14.773829+01,t,t,86
214605,200,268,5,36,0,2018-07-12 05:59:59+01,2018-07-12 18:56:14.791829+01,t,t,86
214606,200,268,0,7,34,2018-07-12 06:59:59+01,2018-07-12 18:56:14.809829+01,t,t,86
214607,200,268,1,23,16,2018-07-12 07:59:59+01,2018-07-12 18:56:14.828829+01,t,t,86
214608,200,268,0,32,9,2018-07-12 08:59:59+01,2018-07-12 18:56:14.848829+01,t,t,86
214609,200,268,0,16,25,2018-07-12 09:59:59+01,2018-07-12 18:56:14.867829+01,t,t,86
214610,200,268,0,37,3,2018-07-12 10:59:59+01,2018-07-12 18:56:14.886829+01,t,t,86
214611,200,268,20,10,11,2018-07-12 11:59:59+01,2018-07-12 18:56:14.905829+01,t,t,86
214612,200,268,37,0,4,2018-07-12 12:59:59+01,2018-07-12 18:56:14.925829+01,t,t,86
214613,200,268,0,16,24,2018-07-12 13:59:59+01,2018-07-12 18:56:14.943829+01,t,t,86
214614,200,268,14,26,1,2018-07-12 14:59:59+01,2018-07-12 18:56:14.960829+01,t,t,86
214615,200,268,15,10,16,2018-07-12 15:59:59+01,2018-07-12 18:56:14.980829+01,t,t,86
214616,200,268,22,14,4,2018-07-12 16:59:59+01,2018-07-12 18:56:15.000829+01,t,t,86
214617,200,268,0,27,14,2018-07-12 17:59:59+01,2018-07-12 18:56:15.023829+01,t,t,86
221863,200,268,12,9,20,2018-07-12 18:59:59+01,2018-07-12 19:10:09.411829+01,t,t,86
222141,200,268,23,0,17,2018-07-12 19:59:59+01,2018-07-12 20:10:10.55873+01,t,t,86
222259,200,268,33,2,6,2018-07-12 20:59:59+01,2018-07-12 21:00:12.338831+01,t,t,86
222532,200,268,25,3,13,2018-07-12 21:59:59+01,2018-07-12 22:00:11.007632+01,t,t,86
222795,200,268,2,17,21,2018-07-12 22:59:59+01,2018-07-12 23:00:12.409832+01,t,t,86
223056,200,268,17,15,9,2018-07-12 23:59:59+01,2018-07-13 00:00:12.806733+01,t,t,86
223323,200,268,9,24,8,2018-07-13 00:59:59+01,2018-07-13 01:00:11.911333+01,t,t,86
223595,200,268,0,5,36,2018-07-13 01:59:59+01,2018-07-13 02:00:12.828734+01,t,t,86
223830,200,268,17,9,14,2018-07-13 02:59:59+01,2018-07-13 03:00:10.306435+01,t,t,86
224137,200,268,33,0,8,2018-07-13 03:59:59+01,2018-07-13 04:00:11.623937+01,t,t,86
224398,200,268,10,12,19,2018-07-13 04:59:59+01,2018-07-13 05:00:11.779437+01,t,t,86
224557,200,268,1,39,0,2018-07-13 05:59:59+01,2018-07-13 05:50:08.395338+01,t,t,86
224831,200,268,10,14,17,2018-07-13 06:59:59+01,2018-07-13 06:50:08.922338+01,t,t,86
